amount,is_in_contacts,hour_of_day,is_new_receiver,label
8198.12,0,23,1,1
5810.84,0,2,1,1
6213.13,0,12,1,1
4374.32,1,6,1,0
1205.97,0,23,1,1
9509.02,0,2,1,1
4443.54,0,14,1,0
3287.93,0,17,1,0
470.58,1,9,1,0
2369.99,0,22,1,0
2467.4,0,6,1,0
7997.01,1,8,1,0
3164.35,1,4,1,0
1914.73,1,19,1,0
10000.0,0,7,1,1
469.38,0,13,1,0
2196.52,0,3,1,1
171.73,0,19,1,0
5386.82,1,13,1,0
10000.0,0,11,1,1
1314.22,0,1,1,1
7817.35,0,12,1,1
1382.48,0,0,1,1
9666.16,1,19,1,0
5609.08,0,6,1,1
6537.11,0,8,1,1
72.68,0,16,1,0
10000.0,0,20,1,1
5188.32,0,22,1,1
1453.94,1,12,1,0
7073.61,0,22,1,1
1322.48,1,9,1,0
8246.53,1,15,1,0
477.75,1,5,1,0
4865.34,1,15,1,0
3112.19,0,10,1,0
406.07,0,19,1,0
1107.73,0,2,1,1
49.93,1,8,1,0
2530.23,1,14,1,0
1433.94,1,12,1,0
3648.77,0,9,1,0
1410.95,1,19,1,0
1426.24,0,23,1,0
5437.72,0,12,1,1
197.36,0,16,1,0
9327.85,0,6,1,1
7649.31,0,5,1,1
4408.13,0,12,1,0
3597.95,0,16,1,0
8913.72,1,14,1,0
819.89,1,3,1,0
329.05,1,14,1,0
1095.17,0,13,1,0
6330.76,1,20,1,0
141.14,1,10,1,0
3496.82,0,23,1,0
10000.0,0,3,1,1
7743.33,0,2,1,1
2947.94,0,1,1,1
263.02,1,19,1,0
7120.28,1,9,1,0
3654.96,0,12,1,0
488.37,1,19,1,0
394.23,1,20,1,0
9615.23,1,22,1,0
4424.97,0,17,1,0
7071.08,1,20,1,0
8447.16,0,15,1,1
3392.4,0,10,1,0
2914.65,0,9,1,0
2251.48,0,8,1,0
1524.73,1,11,1,0
2280.86,0,18,1,0
5946.75,0,0,1,1
3684.44,0,17,1,0
8921.92,1,13,1,0
2343.49,0,21,1,0
3736.69,1,20,1,0
3991.17,0,0,1,1
3582.98,0,16,1,0
4851.16,0,10,1,0
1084.26,0,19,1,0
2872.74,0,14,1,0
440.26,0,3,1,1
1941.35,1,14,1,0
2675.12,1,21,1,0
4224.79,0,21,1,0
10000.0,0,13,1,1
3671.68,1,21,1,0
5443.97,0,0,1,1
2823.03,0,8,1,0
4021.62,1,6,1,0
294.29,1,22,1,0
1174.22,0,10,1,0
1796.75,0,22,1,0
2558.38,0,1,1,1
186.89,1,1,1,0
603.4,0,5,1,1
1296.36,0,22,1,0
10000.0,0,18,1,1
1609.96,0,19,1,0
2631.44,1,13,1,0
873.11,1,2,1,0
3774.44,1,6,1,0
1317.81,0,6,1,0
927.69,0,3,1,0
2907.42,0,22,1,0
22.08,0,4,1,1
30.77,1,16,1,0
989.07,0,3,1,1
149.65,0,22,1,0
457.27,0,12,1,0
1655.16,1,15,1,0
6489.8,0,15,1,1
3394.98,0,1,1,1
2875.24,0,17,1,0
1389.67,1,0,1,0
10000.0,0,17,1,1
2023.45,1,7,1,0
364.48,1,10,1,0
3839.58,0,23,1,0
483.42,1,23,1,0
1693.84,0,14,1,0
2832.33,1,15,1,0
8292.96,0,16,1,1
2721.29,0,16,1,0
4846.12,0,11,1,0
10000.0,0,9,1,1
563.9,1,19,1,0
1284.85,0,5,1,1
2007.31,1,7,1,0
2191.54,0,12,1,0
2117.46,1,1,1,0
9526.99,0,18,1,1
5007.51,0,21,1,1
3745.01,0,9,1,0
1480.62,1,3,1,0
6944.32,0,11,1,1
10000.0,0,17,1,1
6885.91,0,6,1,1
10.0,1,19,1,0
4046.82,0,23,1,0
209.96,0,23,1,0
1191.51,0,22,1,0
245.48,1,3,1,0
3703.3,1,6,1,0
4640.97,0,9,1,0
486.36,0,14,1,0
1936.99,0,11,1,0
2436.96,0,0,1,1
1842.13,0,19,1,0
516.0,1,17,1,0
2171.66,0,15,1,0
5564.07,1,4,1,1
294.62,0,18,1,0
334.31,1,3,1,0
1752.6,0,5,1,1
10000.0,0,16,1,1
4417.39,0,6,1,0
4541.15,0,23,1,0
1797.17,0,22,1,0
3602.27,1,6,1,0
40.73,1,8,1,0
4043.46,0,12,1,0
9780.6,0,19,1,1
3792.92,0,13,1,0
8276.34,0,15,1,1
5149.03,0,22,1,1
513.87,1,8,1,0
9309.7,1,14,1,0
275.02,1,4,1,0
3054.0,0,17,1,0
613.24,1,20,1,0
47.1,1,19,1,0
2192.96,0,7,1,0
1398.46,0,14,1,0
2662.13,1,20,1,0
3443.42,0,8,1,0
178.9,0,18,1,0
525.01,0,21,1,0
3271.6,0,5,1,1
1681.3,0,3,1,0
5225.11,1,10,1,0
4225.56,1,9,1,0
7472.95,1,2,1,1
4717.03,0,0,1,1
2247.99,1,11,1,0
4470.77,0,22,1,0
1288.44,0,14,1,0
1462.94,0,14,1,0
6223.31,0,20,1,1
2365.39,0,13,1,0
6405.49,0,6,1,1
6913.39,0,16,1,1
7795.4,0,23,1,1
9938.12,1,18,1,0
2255.4,0,6,1,0
1535.99,1,2,1,0
3491.0,0,2,1,1
1855.59,0,17,1,0
3675.92,1,19,1,0
4891.07,0,21,1,0
4664.2,0,13,1,0
1877.15,1,2,1,0
730.22,0,6,1,0
2252.19,1,6,1,0
615.38,0,4,1,1
8832.63,0,2,1,1
1697.84,0,17,1,0
671.12,0,14,1,0
103.11,1,19,1,0
4151.83,1,13,1,0
4052.33,0,3,1,0
1665.73,0,23,1,0
297.65,1,7,1,0
2108.02,0,20,1,0
1491.32,0,12,1,0
4521.91,0,21,1,0
3723.38,0,7,1,0
1813.96,1,14,1,0
983.05,1,16,1,0
10000.0,0,4,1,1
2420.56,0,19,1,0
4662.53,0,3,1,1
605.86,0,10,1,0
2658.94,0,17,1,0
111.69,1,9,1,0
2816.47,0,16,1,0
10000.0,0,14,1,1
1939.38,0,5,1,1
159.11,0,22,1,0
125.78,0,20,1,0
1964.01,1,15,1,0
697.53,0,14,1,0
94.52,1,7,1,0
5645.85,0,8,1,1
2453.82,0,10,1,0
1365.71,0,1,1,1
9213.67,0,12,1,1
493.82,0,3,1,1
10000.0,0,8,1,1
1507.32,1,4,1,0
8771.47,1,18,1,0
3694.7,0,21,1,0
7011.09,0,2,1,1
10000.0,0,20,1,1
1360.99,0,2,1,1
10000.0,0,5,1,1
1973.79,1,9,1,0
1947.86,0,4,1,1
1664.41,0,2,1,1
3118.37,0,21,1,0
669.63,0,23,1,1
3227.16,1,6,1,0
3120.97,0,21,1,0
5740.29,0,17,1,1
7174.64,1,22,1,0
2322.43,0,7,1,0
1440.05,1,0,1,0
1200.83,0,3,1,1
865.78,0,23,1,0
237.5,1,6,1,0
1676.93,0,13,1,0
1260.2,0,12,1,0
10000.0,0,9,1,1
3263.15,0,22,1,0
1706.41,1,17,1,0
3474.46,1,0,1,0
599.56,1,3,1,0
2348.26,1,15,1,0
3936.5,0,15,1,0
2684.74,0,17,1,0
2055.18,0,7,1,0
10000.0,0,9,1,1
8491.56,0,15,1,1
3906.35,1,22,1,0
3370.09,0,23,1,0
3877.29,0,10,1,0
899.14,0,5,1,1
2011.02,1,0,1,0
161.04,1,11,1,0
2581.59,1,5,1,0
3132.5,0,12,1,0
1033.79,1,16,1,0
10000.0,0,0,1,1
9607.62,1,7,1,0
5122.6,0,21,1,1
3049.02,0,7,1,0
8159.93,0,23,1,1
560.05,1,10,1,0
6252.31,0,13,1,1
533.31,1,23,1,0
6323.61,0,9,1,1
1290.57,0,14,1,0
8385.23,0,6,1,1
10000.0,0,6,1,1
644.41,0,9,1,0
2484.61,0,3,1,1
10000.0,1,17,1,0
2642.0,0,9,1,0
7967.12,1,18,1,0
3554.04,0,13,1,0
1882.13,1,12,1,0
1346.28,0,14,1,0
908.72,0,15,1,0
5738.55,0,1,1,1
1954.56,0,3,1,0
2863.83,1,20,1,0
2711.66,0,17,1,0
3444.17,0,16,1,0
8027.06,1,9,1,0
10000.0,0,20,1,1
2094.19,1,8,1,0
7029.87,0,14,1,1
5784.65,1,11,1,0
3408.84,0,20,1,0
10000.0,0,8,1,1
894.95,0,13,1,0
462.83,1,12,1,0
7695.55,0,5,1,1
2313.21,0,18,1,0
7508.46,1,3,1,0
8943.08,1,19,1,0
257.97,1,16,1,0
8598.25,1,18,1,0
2379.14,0,2,1,1
2856.93,0,13,1,0
3940.34,1,16,1,0
10000.0,1,12,1,0
77.2,0,8,1,0
2591.5,0,0,1,1
4655.45,1,16,1,0
5130.72,0,15,1,1
4717.54,0,17,1,0
577.49,0,1,1,1
1423.25,0,13,1,0
1777.13,1,21,1,0
6527.5,0,22,1,1
1307.13,1,16,1,0
946.46,0,2,1,1
10000.0,0,1,1,1
35.61,1,7,1,0
10000.0,0,1,1,1
4518.2,0,1,1,1
7051.97,0,8,1,1
1396.07,0,19,1,0
57.67,0,20,1,0
5355.65,1,5,1,0
7186.56,1,11,1,0
5395.63,1,8,1,0
616.57,0,6,1,0
5600.4,0,11,1,1
5860.01,0,4,1,1
4298.1,0,15,1,0
5811.72,0,4,1,1
7481.17,0,11,1,1
3803.57,1,23,1,0
371.11,0,19,1,0
2674.82,0,8,1,0
323.32,1,22,1,0
2093.91,0,6,1,0
2090.96,1,18,1,0
273.16,1,19,1,0
1715.88,1,22,1,0
470.62,0,10,1,0
6605.94,1,20,1,0
10000.0,0,11,1,1
300.26,1,2,1,0
10000.0,0,16,1,1
2957.41,0,6,1,0
1424.22,0,21,1,0
319.91,0,9,1,0
2777.59,1,22,1,0
6329.54,1,14,1,0
4911.51,1,1,1,0
206.12,0,12,1,0
302.78,1,3,1,0
2062.5,0,17,1,0
1399.88,1,23,1,0
1057.86,1,22,1,0
1319.6,0,0,1,1
6508.02,1,1,1,0
10000.0,0,1,1,1
2077.47,0,3,1,1
9462.57,0,2,1,1
1551.46,0,16,1,0
2588.39,1,13,1,0
1024.88,0,1,1,1
4091.9,0,15,1,0
10000.0,0,10,1,1
3700.25,1,12,1,0
1771.51,1,0,1,0
4174.42,1,22,1,0
524.63,1,1,1,0
8780.63,0,1,1,1
2797.34,0,20,1,0
2386.62,0,4,1,1
3526.25,0,3,1,1
3921.01,1,11,1,0
297.93,0,2,1,1
4590.59,1,19,1,0
1107.93,0,9,1,0
5006.39,0,19,1,1
6915.92,0,17,1,1
6517.72,1,20,1,0
3216.32,1,20,1,0
2937.29,1,20,1,0
616.69,0,9,1,0
5972.78,1,0,1,0
1266.57,0,5,1,1
2746.24,0,10,1,0
1337.83,1,1,1,0
574.69,0,6,1,0
3972.23,1,19,1,0
223.46,0,20,1,0
5523.56,0,20,1,1
1528.48,1,20,1,0
10.0,0,17,1,0
2862.63,1,20,1,0
191.94,0,18,1,0
1292.79,1,3,1,0
4910.01,0,12,1,1
258.96,0,17,1,0
7313.82,0,19,1,1
15.31,0,23,1,0
1133.82,1,12,1,0
5402.23,0,18,1,1
1520.77,0,16,1,0
429.86,0,0,1,1
1786.61,0,5,1,1
1261.0,1,18,1,0
7398.7,1,19,1,0
1503.71,0,0,1,0
6222.31,1,7,1,0
8897.76,0,16,1,1
2275.35,0,20,1,0
9629.26,1,21,1,0
1894.88,0,14,1,0
10000.0,1,17,1,0
374.12,1,6,1,0
4646.45,0,15,1,0
2723.4,1,6,1,0
1961.8,1,16,1,0
4006.43,0,3,1,1
4867.65,1,11,1,0
17.49,0,12,1,0
730.66,1,3,1,0
4993.73,1,20,1,0
4391.08,0,0,1,1
10000.0,0,0,1,1
5725.8,1,6,1,0
10000.0,0,8,1,1
4849.91,0,0,1,1
1415.58,0,15,1,0
445.36,0,17,1,0
6089.81,0,21,1,1
4132.98,0,14,1,0
197.54,0,5,1,1
1785.46,1,1,1,0
10000.0,0,8,1,1
2775.8,0,3,1,1
2267.67,0,12,1,0
2447.74,0,22,1,0
937.24,0,21,1,0
1839.94,0,10,1,0
1846.96,0,12,1,0
215.1,1,10,1,0
5836.62,1,18,1,0
2154.87,1,7,1,0
6907.93,1,6,1,0
7597.77,1,15,1,0
953.0,0,2,1,1
4284.22,1,16,1,0
2556.77,0,17,1,0
8486.28,1,14,1,0
972.06,1,16,1,0
4530.5,0,10,1,1
3743.45,0,4,1,1
1399.94,0,15,1,0
587.51,1,14,1,0
4218.07,1,9,1,0
5366.78,1,13,1,0
1517.01,0,1,1,1
4140.66,1,15,1,0
2010.97,0,18,1,0
4995.98,1,7,1,0
888.65,0,14,1,0
8836.93,0,9,1,1
1355.39,0,4,1,1
1834.11,1,19,1,0
239.39,1,15,1,0
472.94,0,20,1,0
2901.54,0,21,1,1
1245.67,1,11,1,0
7218.9,0,22,1,1
59.21,1,12,1,0
1906.3,0,8,1,0
1646.01,0,16,1,0
78.07,1,19,1,0
531.24,1,11,1,0
2135.3,0,4,1,0
2715.91,0,23,1,0
2072.0,1,11,1,0
3028.08,0,0,1,1
3616.77,1,19,1,0
39.89,0,15,1,0
2495.19,0,11,1,0
10000.0,1,8,1,0
2927.82,1,12,1,0
4527.13,0,16,1,0
1495.07,1,16,1,0
5948.73,0,3,1,1
5929.84,0,13,1,1
2946.69,1,18,1,0
10000.0,1,6,1,0
536.64,1,2,1,0
68.37,0,0,1,1
5881.46,0,11,1,1
6583.49,0,14,1,1
512.28,0,10,1,0
1234.71,1,9,1,0
70.83,0,1,1,1
1388.64,1,3,1,0
5933.72,0,16,1,1
2918.92,0,16,1,0
1711.43,0,7,1,0
1859.2,0,22,1,0
10.0,0,13,1,0
1425.56,1,23,1,0
4159.02,0,3,1,1
10000.0,1,5,1,0
7510.86,0,18,1,1
95.51,1,23,1,1
9153.17,0,3,1,1
6115.09,1,2,1,0
6063.36,0,19,1,1
2449.93,1,5,1,0
2030.03,1,22,1,0
1443.4,0,6,1,0
271.81,0,13,1,0
1036.3,0,11,1,0
1132.66,1,15,1,0
2647.19,0,19,1,0
5504.5,0,7,1,1
2568.37,0,22,1,0
238.34,0,1,1,1
10000.0,1,12,1,0
10000.0,0,7,1,1
6152.0,1,20,1,0
10000.0,1,19,1,0
3145.28,0,15,1,0
10000.0,1,3,1,0
314.46,0,15,1,0
1820.81,1,19,1,0
1021.54,0,5,1,1
871.79,1,3,1,0
607.03,0,15,1,0
3895.82,0,22,1,0
6080.62,0,22,1,1
3453.83,0,20,1,0
635.81,1,12,1,0
6666.65,0,4,1,1
4041.91,1,14,1,0
1965.18,0,7,1,0
4485.03,1,6,1,0
1203.91,0,13,1,0
1693.65,0,6,1,0
9979.14,0,21,1,1
1372.8,1,6,1,0
2539.42,0,22,1,0
8834.24,1,17,1,0
4920.19,1,9,1,0
256.89,0,17,1,0
637.4,1,13,1,0
31.49,0,9,1,0
3986.99,0,6,1,0
2374.46,1,6,1,0
576.75,1,6,1,0
10000.0,1,4,1,0
3017.2,0,0,1,1
1107.72,0,13,1,0
2777.42,0,17,1,0
4552.99,1,12,1,0
317.21,0,7,1,0
1284.7,1,7,1,0
6579.55,0,9,1,1
2462.26,0,16,1,0
3163.72,0,5,1,1
2268.29,0,14,1,0
179.57,0,14,1,0
724.89,1,15,1,0
2359.05,1,7,1,0
938.77,0,18,1,0
205.08,0,19,1,0
7422.62,0,14,1,1
10000.0,1,2,1,0
6302.91,0,5,1,1
7690.71,1,7,1,0
1108.17,0,15,1,0
10000.0,0,14,1,1
877.23,1,12,1,0
10000.0,0,19,1,1
10000.0,0,14,1,1
4975.33,0,17,1,0
10000.0,0,12,1,1
3371.6,0,23,1,0
1201.94,1,7,1,0
2297.87,1,13,1,0
3601.29,0,10,1,0
303.56,1,5,1,0
3895.08,0,23,1,1
10000.0,0,0,1,1
843.42,0,1,1,1
6292.33,0,12,1,1
9539.47,0,0,1,1
10000.0,1,23,1,1
10000.0,0,23,1,1
2948.06,0,3,1,1
10000.0,0,23,1,1
5663.88,1,22,1,0
705.38,1,1,1,0
2591.93,0,20,1,0
5068.09,0,19,1,1
1136.57,0,15,1,0
4093.45,0,2,1,1
4393.65,0,16,1,0
710.29,0,4,1,1
3330.42,0,7,1,0
5907.1,0,11,1,1
2763.76,0,22,1,0
48.71,1,11,1,0
36.32,1,0,1,0
1766.62,0,0,1,1
10000.0,0,14,1,1
1038.59,0,16,1,0
4024.46,0,1,1,1
1004.51,1,16,1,0
1552.49,0,19,1,0
7536.61,1,8,1,0
5220.5,1,11,1,0
401.05,0,3,1,1
2239.38,0,12,1,0
118.41,0,3,1,1
2622.56,0,6,1,0
4343.98,0,13,1,0
504.53,0,8,1,0
1363.68,1,22,1,0
2028.91,0,0,1,0
10000.0,0,0,1,1
10000.0,1,19,1,0
183.8,1,3,1,0
5725.3,0,0,1,1
1859.1,1,21,1,0
1993.34,0,9,1,0
5614.01,0,1,1,1
10000.0,0,20,1,1
10000.0,0,23,1,1
3442.69,1,14,1,0
1767.2,1,2,1,0
6196.18,1,22,1,0
1156.07,0,8,1,0
3321.13,0,16,1,0
1776.27,0,20,1,0
4275.8,0,12,1,0
1099.85,1,2,1,0
850.76,1,3,1,0
10000.0,0,3,1,1
429.47,0,10,1,0
2820.54,0,6,1,0
998.22,0,10,1,0
158.83,0,23,1,0
146.73,0,10,1,0
770.56,0,9,1,0
8062.72,0,4,1,1
1327.81,0,12,1,0
10000.0,0,11,1,1
3485.48,1,9,1,0
2295.16,0,6,1,0
3470.85,1,18,1,0
2908.46,0,18,1,0
5688.12,0,18,1,1
1327.91,0,11,1,0
1741.95,0,19,1,0
8980.82,1,21,1,0
10000.0,0,14,1,1
8923.22,1,4,1,1
2175.1,1,23,1,0
6063.16,0,13,1,1
2587.62,0,11,1,0
2752.96,1,20,1,0
916.04,0,10,1,0
3577.44,1,4,1,0
823.85,0,15,1,0
1611.26,0,17,1,0
7724.92,0,11,1,1
928.11,0,4,1,1
295.27,1,15,1,0
286.02,0,11,1,0
10000.0,1,22,1,0
2828.34,0,1,1,1
2106.55,0,5,1,1
6661.46,0,22,1,1
7227.31,0,20,1,1
1615.01,0,3,1,1
4731.69,0,12,1,0
5898.28,1,9,1,0
4252.8,0,16,1,0
657.59,0,13,1,0
8346.13,1,23,1,0
3098.25,1,14,1,0
1327.78,0,7,1,0
2215.13,0,22,1,0
153.18,1,23,1,0
547.25,0,17,1,0
5802.0,0,2,1,1
10.0,0,16,1,0
2155.29,1,23,1,0
2956.85,0,23,1,0
224.73,1,6,1,0
10000.0,0,12,1,1
1025.38,1,15,1,0
1450.76,0,4,1,1
1449.29,0,3,1,1
1047.62,1,9,1,0
10.0,0,12,1,0
5227.64,0,9,1,1
10000.0,0,13,1,1
1015.92,0,21,1,0
4351.25,0,11,1,0
5417.58,1,0,1,0
7546.71,0,20,1,1
2197.08,0,19,1,0
1443.48,0,19,1,0
1573.92,1,6,1,0
4987.82,1,8,1,0
6788.26,0,7,1,1
801.68,0,12,1,0
1854.12,1,13,1,0
9288.71,0,11,1,1
6573.91,1,7,1,0
10000.0,1,20,1,0
5613.73,1,21,1,0
1998.19,0,17,1,0
3572.62,1,15,1,0
4327.19,1,10,1,0
326.82,0,15,1,0
3145.41,0,13,1,0
4942.14,0,2,1,1
732.43,0,20,1,0
6068.01,0,1,1,1
3506.1,0,2,1,1
10000.0,0,3,1,1
173.39,0,21,1,0
1233.31,0,4,1,1
3680.73,1,9,1,0
1407.09,1,19,1,0
5012.99,0,1,1,1
5691.92,0,11,1,1
432.64,0,4,1,1
2884.99,1,4,1,0
2844.35,1,22,1,0
1843.58,1,0,1,0
10000.0,0,3,1,1
7029.58,1,20,1,0
4778.85,0,23,1,0
5011.62,1,11,1,0
2477.48,0,11,1,0
10000.0,1,15,1,0
4744.47,0,23,1,0
5222.27,1,16,1,0
7913.06,1,20,1,0
1281.22,0,9,1,0
6581.73,0,16,1,1
868.85,1,16,1,0
1694.57,0,17,1,0
1635.55,0,1,1,1
10000.0,0,3,1,1
7766.72,0,18,1,1
4831.52,0,10,1,0
5193.97,0,16,1,1
3302.81,0,11,1,0
10000.0,0,1,1,1
2742.77,1,5,1,0
1915.48,1,8,1,0
711.89,1,4,1,0
6170.96,0,19,1,1
5303.72,1,20,1,0
1940.34,0,8,1,0
102.06,0,22,1,0
7305.34,1,7,1,0
45.93,1,19,1,0
4865.53,1,7,1,0
10000.0,1,21,1,0
2302.6,0,20,1,0
1071.38,0,22,1,0
4881.37,1,5,1,0
6795.88,0,2,1,1
3162.43,0,4,1,1
10000.0,1,8,1,0
212.21,1,6,1,0
2811.14,0,3,1,1
5069.84,1,6,1,0
7940.61,1,4,1,0
790.17,1,10,1,0
6437.82,0,14,1,1
3218.17,0,1,1,1
2020.39,0,12,1,0
564.94,0,21,1,0
8018.69,0,15,1,1
684.45,0,6,1,0
1483.03,0,7,1,0
1370.22,1,5,1,0
8204.63,0,23,1,1
4467.55,1,6,1,0
6371.92,1,17,1,0
1153.22,0,21,1,0
3921.97,1,21,1,0
3392.16,0,19,1,0
7154.99,0,6,1,1
9461.55,1,2,1,0
48.93,0,4,1,1
4483.68,1,0,1,0
212.91,0,14,1,0
3183.9,1,2,1,0
1356.65,0,7,1,0
1465.61,1,8,1,0
1741.38,0,14,1,0
3883.96,1,9,1,0
1626.16,1,1,1,0
5277.52,0,19,1,1
2073.6,1,4,1,0
283.21,0,18,1,0
6125.46,1,12,1,0
1346.14,0,10,1,0
2267.94,1,0,1,0
4626.37,1,21,1,0
1616.6,0,14,1,0
233.0,0,17,1,0
1873.12,0,15,1,0
10000.0,1,8,1,0
4105.92,0,0,1,1
4452.62,0,10,1,0
4001.76,1,8,1,0
887.54,0,22,1,0
2167.43,1,10,1,0
5560.24,0,12,1,1
427.55,0,1,1,1
1302.1,1,13,1,0
1293.62,0,5,1,1
2262.67,0,7,1,0
10000.0,1,17,1,0
279.56,0,15,1,0
2925.07,1,20,1,0
790.71,1,11,1,0
10000.0,0,10,1,1
481.01,0,5,1,1
2067.38,1,2,1,0
5355.89,0,13,1,1
4877.08,0,1,1,1
2197.77,1,10,1,0
1701.8,0,21,1,0
2027.42,1,2,1,0
1227.6,0,17,1,0
919.33,0,0,1,0
2639.16,0,23,1,0
1250.82,1,0,1,0
1355.69,1,11,1,0
4277.26,1,14,1,0
10000.0,0,4,1,1
3701.7,0,5,1,0
320.42,0,15,1,0
314.37,0,11,1,0
10000.0,0,11,1,1
1411.25,1,2,1,0
386.34,0,22,1,0
3655.62,1,1,1,0
3908.93,0,6,1,0
4182.24,1,1,1,0
1244.63,0,20,1,0
60.9,0,6,1,0
10000.0,0,10,1,1
1155.49,0,10,1,0
4508.37,0,13,1,0
4905.28,0,2,1,1
3766.51,0,13,1,0
1501.14,1,10,1,0
1264.85,1,3,1,0
3641.91,1,16,1,0
8042.52,0,15,1,1
10000.0,1,2,1,0
447.78,0,9,1,0
672.86,0,20,1,0
10000.0,0,14,1,1
5335.34,0,7,1,1
8582.11,0,17,1,1
905.76,0,2,1,1
3542.91,0,6,1,0
4831.11,1,9,1,0
4559.14,1,19,1,0
2098.02,1,8,1,0
62.06,1,13,1,0
3497.97,0,22,1,0
1167.3,1,13,1,0
2393.2,1,10,1,0
10000.0,0,0,1,1
2036.88,0,3,1,1
7325.37,1,5,1,0
835.68,0,21,1,0
4464.59,1,21,1,0
10000.0,0,4,1,1
429.86,0,2,1,1
33.42,0,1,1,1
2273.7,0,2,1,1
388.8,1,8,1,0
5519.41,1,18,1,0
9839.23,0,18,1,1
2276.79,0,16,1,0
1197.46,1,17,1,0
2279.5,1,10,1,0
5141.42,0,11,1,1
36.38,0,2,1,1
3561.07,1,17,1,0
3800.34,1,23,1,0
4061.0,0,5,1,1
1108.4,0,6,1,0
5007.79,1,0,1,0
383.36,1,5,1,0
888.93,0,17,1,0
8397.6,0,12,1,1
5368.7,1,21,1,0
55.36,0,18,1,0
1142.08,0,6,1,0
965.26,0,18,1,0
1263.26,0,8,1,0
1137.73,1,2,1,0
258.27,0,22,1,0
2456.9,1,11,1,0
5278.04,0,19,1,1
3733.05,0,23,1,0
4469.61,0,17,1,0
338.53,1,7,1,0
10000.0,1,8,1,0
7292.8,0,12,1,1
6540.88,1,7,1,0
6926.06,1,21,1,0
10000.0,1,9,1,0
3143.28,0,16,1,0
893.98,1,6,1,0
3836.62,0,16,1,0
5432.87,0,22,1,1
5356.38,1,17,1,0
2947.97,0,23,1,1
283.66,0,1,1,1
1855.21,0,2,1,1
10000.0,1,18,1,0
3512.6,1,0,1,0
3091.64,0,20,1,0
1252.57,1,20,1,0
1838.31,0,9,1,0
9028.39,0,20,1,1
4392.01,1,13,1,0
6193.13,0,12,1,1
2423.08,0,8,1,0
3979.68,0,5,1,1
1142.12,1,5,1,0
4889.37,0,18,1,0
2231.68,1,20,1,0
2337.5,1,9,1,0
4191.55,0,22,1,0
10000.0,1,2,1,1
264.59,0,17,1,0
6966.01,0,20,1,1
1383.41,1,18,1,0
2347.37,1,4,1,0
88.63,0,10,1,0
1432.68,0,9,1,0
2793.69,0,16,1,0
231.26,0,3,1,1
2701.98,0,20,1,0
10000.0,0,17,1,1
445.48,1,17,1,0
5783.17,0,0,1,1
2108.3,0,13,1,0
4258.86,1,7,1,0
1205.7,1,1,1,0
695.0,0,18,1,0
699.62,0,14,1,0
292.4,1,1,1,0
821.44,0,3,1,1
4365.19,0,0,1,1
8537.81,1,18,1,0
6730.74,0,20,1,1
4622.44,0,9,1,0
468.08,0,0,1,1
1365.39,0,19,1,0
1483.14,0,21,1,0
1150.5,1,14,1,0
2894.47,0,3,1,1
3067.64,0,6,1,0
1765.73,0,6,1,0
1746.52,1,21,1,0
7053.99,0,17,1,1
6229.14,0,12,1,1
1471.5,1,9,1,0
9803.8,0,23,1,1
10000.0,0,7,1,1
1582.51,0,9,1,0
1750.46,0,13,1,0
2817.92,0,13,1,0
10000.0,1,19,1,0
8360.21,0,21,1,1
432.87,0,10,1,0
1995.13,0,5,1,1
3224.11,0,20,1,0
2797.73,0,0,1,1
862.01,1,18,1,0
7830.79,0,6,1,1
4519.68,1,23,1,0
7278.37,0,17,1,1
7829.3,0,2,1,1
5518.96,0,19,1,1
2313.64,0,10,1,0
3772.05,0,4,1,0
699.15,0,18,1,0
4479.08,1,20,1,0
790.16,0,23,1,0
4736.02,0,23,1,0
1043.37,0,1,1,1
500.22,0,21,1,0
722.66,0,3,1,1
10.0,0,9,1,0
5073.9,0,1,1,1
5273.06,1,7,1,0
2893.88,1,0,1,0
703.91,0,5,1,1
349.01,0,10,1,0
77.26,1,9,1,0
724.88,0,12,1,0
8860.33,0,0,1,1
1105.84,0,1,1,1
1749.5,0,2,1,0
445.27,0,8,1,0
1005.97,0,4,1,1
2929.42,0,9,1,0
3743.45,0,9,1,0
1126.02,1,11,1,0
237.86,0,17,1,0
1983.96,0,20,1,0
1067.35,0,20,1,0
991.56,1,0,1,0
10000.0,1,2,1,0
3831.58,1,4,1,0
3255.64,0,16,1,0
2149.88,1,7,1,0
2241.07,1,16,1,0
3113.99,0,8,1,0
4768.57,0,5,1,1
4844.61,0,16,1,0
753.49,1,7,1,0
2773.49,0,20,1,0
2123.83,0,6,1,0
8177.13,1,6,1,0
3992.38,1,14,1,0
3041.46,1,6,1,0
490.45,1,21,1,0
3721.94,0,7,1,0
498.64,1,8,1,0
1645.17,0,14,1,0
616.53,1,1,1,0
4711.58,0,6,1,0
923.96,1,14,1,0
1989.4,1,17,1,0
9040.97,1,21,1,0
914.21,0,17,1,0
2835.52,0,9,1,0
2173.89,1,21,1,0
73.16,0,17,1,0
6295.47,1,0,1,0
286.18,0,6,1,0
2571.76,1,2,1,0
3290.09,0,13,1,0
3960.03,1,11,1,0
4667.11,1,13,1,0
1168.22,0,3,1,1
40.12,0,12,1,0
5141.36,0,15,1,1
3068.52,0,15,1,0
7234.43,0,21,1,1
6890.17,1,4,1,0
7414.36,0,19,1,1
2655.09,0,5,1,1
